Dose in ,Sclera:1_1266, 178.101, nanoGy 
Dose in ,Glaskörper:1_1526, 16.319, nanoGy 
Dose in ,Glaskörper:1_6249, 44.0556, nanoGy 
Dose in ,Glaskörper:1_5740, 209.205, nanoGy 
Dose in ,Netzhaut:1_944, 0, picoGy 
Dose in ,Glaskörper:1_5998, 143.485, nanoGy 
Dose in ,Glaskörper:1_3331, 62.26, nanoGy 
Dose in ,Netzhaut:1_1351, 68.8651, nanoGy 
Dose in ,Sclera:1_1895, 0, picoGy 
Dose in ,Glaskörper:1_6261, 129.635, nanoGy 
Dose in ,Glaskörper:1_617, 142.398, nanoGy 
Dose in ,Glaskörper:1_5768, 103.458, nanoGy 
Dose in ,Kammerwasser:1_217, 307.913, nanoGy 
Dose in ,Glaskörper:1_2007, 66.8919, nanoGy 
Dose in ,Glaskörper:1_3319, 120.513, nanoGy 
Dose in ,Sclera:1_2344, 268.672, nanoGy 
Dose in ,Glaskörper:1_4476, 241.431, nanoGy 
Dose in ,Netzhaut:1_1379, 0, picoGy 
Dose in ,Choroidea:1_1846, 0, picoGy 
Dose in ,Sclera:1_2422, 354.072, nanoGy 
Dose in ,Glaskörper:1_4310, 50.3474, nanoGy 
Dose in ,Kammerwasser:1_571, 0, picoGy 
Dose in ,Glaskörper:1_2761, 0, picoGy 
Dose in ,Choroidea:1_799, 191.231, nanoGy 
Dose in ,Glaskörper:1_6507, 0, picoGy 
Dose in ,Glaskörper:1_171, 184.562, nanoGy 
Dose in ,Glaskörper:1_1268, 4.85269, nanoGy 
Dose in ,Cornea:1_341, 0, picoGy 
Dose in ,Choroidea:1_941, 111.248, nanoGy 
Dose in ,Sehnerv:1_58, 0, picoGy 
Dose in ,Netzhaut:1_2116, 0, picoGy 
Dose in ,Glaskörper:1_6513, 9.77183, nanoGy 
Dose in ,Glaskörper:1_165, 190.337, nanoGy 
Dose in ,Applikator:1_928, 262.724, nanoGy 
Dose in ,Choroidea:1_955, 168.501, nanoGy 
Dose in ,Cornea:1_355, 0, picoGy 
Dose in ,Sclera:1_318, 504.19, nanoGy 
Dose in ,Netzhaut:1_2102, 71.4515, nanoGy 
Dose in ,Sclera:1_2436, 0, picoGy 
Dose in ,Choroidea:1_1852, 70.7548, nanoGy 
Dose in ,Glaskörper:1_4304, 115.585, nanoGy 
Dose in ,Glaskörper:1_2775, 30.3889, nanoGy 
Dose in ,Kammerwasser:1_565, 0, picoGy 
Dose in ,Glaskörper:1_2013, 165.935, nanoGy 
Dose in ,Kammerwasser:1_203, 332.786, nanoGy 
Dose in ,Netzhaut:1_978, 0, picoGy 
Dose in ,Sclera:1_2350, 205.345, nanoGy 
Dose in ,Glaskörper:1_4462, 48.9599, nanoGy 
Dose in ,Sclera:1_1659, 179.626, nanoGy 
Dose in ,Sclera:1_1881, 121.28, nanoGy 
Dose in ,Glaskörper:1_6275, 68.0737, nanoGy 
Dose in ,Glaskörper:1_603, 50.7133, nanoGy 
Dose in ,Glaskörper:1_944, 457.139, nanoGy 
Dose in ,Choroidea:1_174, 38.1891, nanoGy 
Dose in ,Applikator:1_109, 292.617, nanoGy 
Dose in ,Glaskörper:1_1485, 25.8337, nanoGy 
Dose in ,Choroidea:1_1073, 32.5895, nanoGy 
Dose in ,Glaskörper:1_3292, 1.70694, nanoGy 
Dose in ,Netzhaut:1_159, 238.91, nanoGy 
Dose in ,Netzhaut:1_1594, 0, picoGy 
Dose in ,Glaskörper:1_2832, 98.8323, nanoGy 
Dose in ,Glaskörper:1_5185, 93.3789, nanoGy 
Dose in ,Choroidea:1_1715, 0, picoGy 
Dose in ,Choroidea:1_612, 0, picoGy 
Dose in ,Sclera:1_287, 292.142, nanoGy 
Dose in ,Choroidea:1_2208, 0, picoGy 
Dose in ,Glaskörper:1_6498, 126.405, nanoGy 
Dose in ,Choroidea:1_606, 190.202, nanoGy 
Dose in ,Netzhaut:1_2089, 1.13335, microGy
Dose in ,Perifovea:1_3, 0, picoGy 
Dose in ,Sclera:1_293, 339.206, nanoGy 
Dose in ,Sehnerv:1_179, 0, picoGy 
Dose in ,Netzhaut:1_1580, 0, picoGy 
Dose in ,Glaskörper:1_2826, 65.9134, nanoGy 
Dose in ,Glaskörper:1_5191, 82.3697, nanoGy 
Dose in ,Choroidea:1_1701, 89.0657, nanoGy 
Dose in ,Glaskörper:1_2198, 132.647, nanoGy 
Dose in ,Choroidea:1_1067, 0, picoGy 
Dose in ,Kammerwasser:1_388, 309.7, nanoGy 
Dose in ,Glaskörper:1_3286, 17.3903, nanoGy 
Dose in ,Glaskörper:1_950, 124.942, nanoGy 
Dose in ,Glaskörper:1_788, 45.8065, nanoGy 
Dose in ,Choroidea:1_160, 0, picoGy 
Dose in ,Glaskörper:1_1491, 28.1301, nanoGy 
Dose in ,Netzhaut:1_603, 262.625, nanoGy 
Dose in ,Glaskörper:1_5807, 157.69, nanoGy 
Dose in ,Sehnerv:1_637, 0, picoGy 
Dose in ,Cornea:1_93, 268.279, nanoGy 
Dose in ,Glaskörper:1_978, 0, picoGy 
Dose in ,Choroidea:1_148, 64.7906, nanoGy 
Dose in ,Applikator:1_135, 179.917, nanoGy 
Dose in ,Sclera:1_1922, 418.382, nanoGy 
Dose in ,Choroidea:1_2220, 156.806, nanoGy 
Dose in ,Applikator:1_653, 0, picoGy 
Dose in ,Sehnerv:1_151, 29.8964, nanoGy 
Dose in ,Sclera:1_2595, 245.657, nanoGy 
Dose in ,Netzhaut:1_165, 244.118, nanoGy 
Dose in ,Netzhaut:1_43, 31.4552, nanoGy 
Dose in ,Choroidea:1_1729, 151.319, nanoGy 
Dose in ,Sehnerv:1_145, 90.8401, nanoGy 
Dose in ,Sclera:1_2581, 32.74, nanoGy 
Dose in ,Netzhaut:1_57, 0, picoGy 
Dose in ,Netzhaut:1_171, 187.986, nanoGy 
Dose in ,Choroidea:1_2234, 0, picoGy 
Dose in ,Applikator:1_647, 179.296, nanoGy 
Dose in ,Sclera:1_1088, 548.478, nanoGy 
Dose in ,Cornea:1_87, 23.2796, nanoGy 
Dose in ,Applikator:1_121, 191.928, nanoGy 
Dose in ,Sclera:1_1936, 351.781, nanoGy 
Dose in ,Netzhaut:1_617, 0, picoGy 
Dose in ,Sehnerv:1_623, 0, picoGy 
Dose in ,Glaskörper:1_5813, 0, picoGy 
Dose in ,Netzhaut:1_1231, 0, picoGy 
Dose in ,Glaskörper:1_3251, 14.7492, nanoGy 
Dose in ,Netzhaut:1_824, 8.57186, nanoGy 
Dose in ,Glaskörper:1_5620, 138.277, nanoGy 
Dose in ,Glaskörper:1_6329, 135.81, nanoGy 
Dose in ,Glaskörper:1_1446, 21.7922, nanoGy 
Dose in ,Glaskörper:1_987, 129.687, nanoGy 
Dose in ,Sclera:1_522, 257.538, nanoGy 
Dose in ,Sclera:1_1705, 60.741, nanoGy 
Dose in ,Sclera:1_1063, 555.468, nanoGy 
Dose in ,Sclera:1_24, 499.867, nanoGy 
Dose in ,Applikator:1_874, 180.075, nanoGy 
Dose in ,Choroidea:1_809, 366.18, nanoGy 
Dose in ,Cornea:1_209, 38.0931, nanoGy 
Dose in ,Sclera:1_244, 0, picoGy 
Dose in ,Glaskörper:1_1320, 83.1727, nanoGy 
Dose in ,Glaskörper:1_5146, 104.266, nanoGy 
Dose in ,Glaskörper:1_2629, 29.7751, nanoGy 
Dose in ,Kammerwasser:1_439, 186.306, nanoGy 
Dose in ,Glaskörper:1_3537, 155.713, nanoGy 
Dose in ,Glaskörper:1_4258, 36.4621, nanoGy 
Dose in ,Netzhaut:1_1557, 0, picoGy 
Dose in ,Glaskörper:1_5152, 120.696, nanoGy 
Dose in ,Glaskörper:1_3523, 0, picoGy 
Dose in ,Netzhaut:1_1543, 190.964, nanoGy 
Dose in ,Sclera:1_1077, 129.988, nanoGy 
Dose in ,Sclera:1_250, 217.93, nanoGy 
Dose in ,Applikator:1_860, 0, picoGy 
Dose in ,Sclera:1_30, 378.027, nanoGy 
Dose in ,Glaskörper:1_1334, 88.7776, nanoGy 
Dose in ,Glaskörper:1_1452, 334.471, nanoGy 
Dose in ,Glaskörper:1_993, 101.538, nanoGy 
Dose in ,Choroidea:1_59, 0, picoGy 
Dose in ,Sclera:1_536, 81.179, nanoGy 
Dose in ,Cornea:1_78, 266.262, nanoGy 
Dose in ,Sclera:1_1711, 295.344, nanoGy 
Dose in ,Netzhaut:1_1225, 255.005, nanoGy 
Dose in ,Sclera:1_2218, 0, picoGy 
Dose in ,Glaskörper:1_3245, 34.1301, nanoGy 
Dose in ,Netzhaut:1_830, 176.379, nanoGy 
Dose in ,Glaskörper:1_5634, 35.3294, nanoGy 
Dose in ,Glaskörper:1_6315, 148.655, nanoGy 
Dose in ,Glaskörper:1_763, 39.4765, nanoGy 
Dose in ,Cornea:1_50, 625.003, nanoGy 
Dose in ,Choroidea:1_71, 134.674, nanoGy 
Dose in ,Sclera:1_1739, 970.533, nanoGy 
Dose in ,Sclera:1_2230, 449.29, nanoGy 
Dose in ,Glaskörper:1_4502, 171.903, nanoGy 
Dose in ,Glaskörper:1_2173, 199.987, nanoGy 
Dose in ,Kammerwasser:1_363, 154.728, nanoGy 
Dose in ,Netzhaut:1_818, 75.5887, nanoGy 
Dose in ,Glaskörper:1_2615, 91.4885, nanoGy 
Dose in ,Kammerwasser:1_405, 127.704, nanoGy 
Dose in ,Sehnerv:1_192, 0, picoGy 
Dose in ,Sclera:1_2556, 313.877, nanoGy 
Dose in ,Choroidea:1_1932, 0, picoGy 
Dose in ,Glaskörper:1_4264, 9.98366, nanoGy 
Dose in ,Netzhaut:1_80, 482.649, nanoGy 
Dose in ,Netzhaut:1_2062, 37.9841, nanoGy 
Dose in ,Sclera:1_18, 60.3012, nanoGy 
Dose in ,Applikator:1_848, 212.974, nanoGy 
Dose in ,Choroidea:1_835, 50.095, nanoGy 
Dose in ,Cornea:1_235, 172.135, nanoGy 
Dose in ,Sclera:1_278, 255.323, nanoGy 
Dose in ,Glaskörper:1_6473, 207.113, nanoGy 
Dose in ,Applikator:1_690, 354.783, nanoGy 
Dose in ,Netzhaut:1_2076, 355.134, nanoGy 
Dose in ,Cornea:1_221, 242.074, nanoGy 
Dose in ,Choroidea:1_821, 116.519, nanoGy 
Dose in ,Glaskörper:1_1308, 0, picoGy 
Dose in ,Applikator:1_684, 223.639, nanoGy 
Dose in ,Glaskörper:1_6467, 100.272, nanoGy 
Dose in ,Kammerwasser:1_411, 109.96, nanoGy 
Dose in ,Glaskörper:1_2601, 54.0783, nanoGy 
Dose in ,Sehnerv:1_186, 0, picoGy 
Dose in ,Choroidea:1_1926, 901.433, nanoGy 
Dose in ,Sclera:1_2542, 212.69, nanoGy 
Dose in ,Netzhaut:1_94, 204.59, nanoGy 
Dose in ,Glaskörper:1_4270, 0, picoGy 
Dose in ,Sclera:1_2224, 175.371, nanoGy 
Dose in ,Glaskörper:1_4516, 73.5802, nanoGy 
Dose in ,Netzhaut:1_1219, 0, picoGy 
Dose in ,Glaskörper:1_3279, 78.9631, nanoGy 
Dose in ,Kammerwasser:1_377, 45.1487, nanoGy 
Dose in ,Choroidea:1_1098, 391.935, nanoGy 
Dose in ,Glaskörper:1_2167, 126.256, nanoGy 
Dose in ,Glaskörper:1_5608, 61.3618, nanoGy 
Dose in ,Glaskörper:1_6301, 65.3607, nanoGy 
Dose in ,Glaskörper:1_777, 0, picoGy 
Dose in ,Choroidea:1_65, 0, picoGy 
Dose in ,Cornea:1_44, 220.183, nanoGy 
Dose in ,Choroidea:1_410, 109.09, nanoGy 
Dose in ,Choroidea:1_1517, 189.95, nanoGy 
Dose in ,Glaskörper:1_5387, 17.8524, nanoGy 
Dose in ,Netzhaut:1_1796, 81.3435, nanoGy 
Dose in ,Glaskörper:1_4099, 260.455, nanoGy 
Dose in ,Linse:1_247, 14.7136, nanoGy 
Dose in ,Glaskörper:1_3090, 0, picoGy 
Dose in ,Sehnerv:1_409, 255.364, nanoGy 
Dose in ,Choroidea:1_1271, 689.407, nanoGy 
Dose in ,Glaskörper:1_4927, 0, picoGy 
Dose in ,Glaskörper:1_1687, 101.128, nanoGy 
Dose in ,Kammerwasser:1_59, 154.065, nanoGy 
Dose in ,Choroidea:1_376, 0, picoGy 
Dose in ,Glaskörper:1_1693, 142.462, nanoGy 
Dose in ,Choroidea:1_362, 118.175, nanoGy 
Dose in ,Glaskörper:1_3084, 265.115, picoGy 
Dose in ,Netzhaut:1_429, 181.445, nanoGy 
Dose in ,Choroidea:1_1265, 96.9559, nanoGy 
Dose in ,Glaskörper:1_4933, 77.2713, nanoGy 
Dose in ,Choroidea:1_1503, 0, picoGy 
Dose in ,Glaskörper:1_5393, 13.712, nanoGy 
Dose in ,Netzhaut:1_1782, 187.472, nanoGy 
Dose in ,Linse:1_253, 9.034, nanoGy 
Dose in ,Applikator:1_38, 121.218, nanoGy 
Dose in ,Choroidea:1_404, 0, picoGy 
Dose in ,Applikator:1_479, 425.492, nanoGy 
Dose in ,Netzhaut:1_1972, 279.491, nanoGy 
Dose in ,Glaskörper:1_3912, 0, picoGy 
Dose in ,Netzhaut:1_367, 180.535, nanoGy 
Dose in ,Sehnerv:1_353, 0, picoGy 
Dose in ,Applikator:1_10, 90.8433, nanoGy 
Dose in ,Applikator:1_451, 0, picoGy 
Dose in ,Choroidea:1_2022, 0, picoGy 
Dose in ,Applikator:1_337, 119.134, nanoGy 
Dose in ,Kammerwasser:1_65, 306.894, nanoGy 
Dose in ,Sclera:1_907, 520.641, nanoGy 
Dose in ,Glaskörper:1_1863, 134.094, nanoGy 
Dose in ,Sehnerv:1_435, 0, picoGy 
Dose in ,Netzhaut:1_401, 0, picoGy 
Dose in ,Sehnerv:1_421, 54.0203, nanoGy 
Dose in ,Netzhaut:1_415, 0, picoGy 
Dose in ,Choroidea:1_1259, 171.286, nanoGy 
Dose in ,Sclera:1_913, 278.484, nanoGy 
Dose in ,Kammerwasser:1_71, 173.798, nanoGy 
Dose in ,Applikator:1_323, 444.891, nanoGy 
Dose in ,Glaskörper:1_1877, 113.408, nanoGy 
Dose in ,Choroidea:1_438, 0, picoGy 
Dose in ,Applikator:1_445, 171.72, nanoGy 
Dose in ,Choroidea:1_2036, 283.161, nanoGy 
Dose in ,Netzhaut:1_1966, 168.187, nanoGy 
Dose in ,PapilleNetzhaut:1_1, 0, picoGy 
Dose in ,Glaskörper:1_3906, 0, picoGy 
Dose in ,Netzhaut:1_373, 260.336, nanoGy 
Dose in ,Sclera:1_2783, 366.521, nanoGy 
Dose in ,Sehnerv:1_347, 0, picoGy 
Dose in ,Sclera:1_2768, 476.398, nanoGy 
Dose in ,Netzhaut:1_398, 233.501, nanoGy 
Dose in ,Netzhaut:1_1755, 0, picoGy 
Dose in ,Glaskörper:1_3735, 63.0717, nanoGy 
Dose in ,Linse:1_284, 157.234, nanoGy 
Dose in ,Glaskörper:1_5344, 93.4604, nanoGy 
Dose in ,Glaskörper:1_1122, 0, picoGy 
Dose in ,Sclera:1_1261, 0, picoGy 
Dose in ,Sclera:1_1507, 340.823, nanoGy 
Dose in ,Sclera:1_720, 258.854, nanoGy 
Dose in ,Glaskörper:1_1644, 195.862, nanoGy 
Dose in ,Glaskörper:1_5422, 345.643, nanoGy 
Dose in ,Glaskörper:1_3053, 219.066, nanoGy 
Dose in ,Netzhaut:1_1033, 335.103, nanoGy 
Dose in ,Glaskörper:1_5436, 0, picoGy 
Dose in ,Glaskörper:1_2359, 108.882, nanoGy 
Dose in ,Kammerwasser:1_149, 431.503, nanoGy 
Dose in ,Glaskörper:1_3047, 33.4549, nanoGy 
Dose in ,Netzhaut:1_1027, 228.538, nanoGy 
Dose in ,Glaskörper:1_4728, 112.358, nanoGy 
Dose in ,Sclera:1_1513, 10.9562, nanoGy 
Dose in ,Glaskörper:1_1888, 30.1364, nanoGy 
Dose in ,Sclera:1_734, 16.4457, nanoGy 
Dose in ,Glaskörper:1_1650, 0, picoGy 
Dose in ,Glaskörper:1_549, 177.736, nanoGy 
Dose in ,Glaskörper:1_6659, 168.713, nanoGy 
Dose in ,Glaskörper:1_1136, 165.849, nanoGy 
Dose in ,Netzhaut:1_2248, 788.867, nanoGy 
Dose in ,Sclera:1_1275, 0, picoGy 
Dose in ,Netzhaut:1_1741, 279.166, nanoGy 
Dose in ,Linse:1_290, 0, picoGy 
Dose in ,Glaskörper:1_3721, 117.567, nanoGy 
Dose in ,Netzhaut:1_1999, 477.256, nanoGy 
Dose in ,Glaskörper:1_5350, 17.2671, nanoGy 
Dose in ,Glaskörper:1_207, 212.086, nanoGy 
Dose in ,Glaskörper:1_6671, 0, picoGy 
Dose in ,Applikator:1_492, 413.573, nanoGy 
Dose in ,Netzhaut:1_2260, 323.682, nanoGy 
Dose in ,Netzhaut:1_1769, 0, picoGy 
Dose in ,Glaskörper:1_4066, 62.2931, nanoGy 
Dose in ,Sclera:1_2754, 260.794, nanoGy 
Dose in ,Sehnerv:1_390, 0, picoGy 
Dose in ,Glaskörper:1_3709, 140.918, nanoGy 
Dose in ,Kammerwasser:1_607, 94.3909, nanoGy 
Dose in ,Glaskörper:1_2417, 29.2325, nanoGy 
Dose in ,Glaskörper:1_5378, 157.919, nanoGy 
Dose in ,Kammerwasser:1_161, 84.2503, nanoGy 
Dose in ,Glaskörper:1_2371, 20.2275, nanoGy 
Dose in ,Glaskörper:1_4700, 51.4481, nanoGy 
Dose in ,Sclera:1_2032, 189.448, nanoGy 
Dose in ,Glaskörper:1_1678, 11.7338, nanoGy 
Dose in ,Glaskörper:1_561, 120.572, nanoGy 
Dose in ,Choroidea:1_389, 133.404, nanoGy 
Dose in ,Glaskörper:1_6117, 0, picoGy 
Dose in ,Sclera:1_708, 0, picoGy 
Dose in ,Glaskörper:1_575, 82.4334, nanoGy 
Dose in ,Glaskörper:1_6103, 41.0421, nanoGy 
Dose in ,Glaskörper:1_2365, 18.0205, nanoGy 
Dose in ,Kammerwasser:1_175, 92.9275, nanoGy 
Dose in ,Glaskörper:1_4714, 38.2641, nanoGy 
Dose in ,Sclera:1_2026, 97.7293, nanoGy 
Dose in ,Glaskörper:1_4072, 137.564, nanoGy 
Dose in ,Sclera:1_2740, 202.86, nanoGy 
Dose in ,Sehnerv:1_384, 0, picoGy 
Dose in ,Glaskörper:1_2403, 93.4913, nanoGy 
Dose in ,Kammerwasser:1_613, 75.9163, nanoGy 
Dose in ,Glaskörper:1_213, 73.5711, nanoGy 
Dose in ,Applikator:1_486, 0, picoGy 
Dose in ,Glaskörper:1_6665, 115.573, nanoGy 
Dose in ,Sclera:1_1249, 156.514, nanoGy 
Dose in ,Glaskörper:1_563, 159.959, nanoGy 
Dose in ,Glaskörper:1_6115, 0, picoGy 
Dose in ,Sclera:1_1539, 241.823, nanoGy 
Dose in ,Glaskörper:1_4702, 85.0662, nanoGy 
Dose in ,Sclera:1_2030, 228.426, nanoGy 
Dose in ,Glaskörper:1_2373, 41.6068, nanoGy 
Dose in ,Kammerwasser:1_163, 151.369, nanoGy 
Dose in ,Glaskörper:1_2415, 25.3929, nanoGy 
Dose in ,Kammerwasser:1_605, 0, picoGy 
Dose in ,Sehnerv:1_392, 0, picoGy 
Dose in ,Glaskörper:1_4064, 95.4824, nanoGy 
Dose in ,Sclera:1_2756, 180.924, nanoGy 
Dose in ,Netzhaut:1_2262, 74.7492, nanoGy 
Dose in ,Glaskörper:1_205, 377.149, nanoGy 
Dose in ,Applikator:1_490, 372.145, nanoGy 
Dose in ,Glaskörper:1_1108, 83.3256, nanoGy 
Dose in ,Glaskörper:1_211, 137.148, nanoGy 
Dose in ,Glaskörper:1_6667, 142.149, nanoGy 
Dose in ,Applikator:1_484, 191.972, nanoGy 
Dose in ,Kammerwasser:1_611, 383.151, nanoGy 
Dose in ,Glaskörper:1_2401, 72.2703, nanoGy 
Dose in ,Sehnerv:1_386, 0, picoGy 
Dose in ,Glaskörper:1_4070, 95.5858, nanoGy 
Dose in ,Sclera:1_2742, 146.204, nanoGy 
Dose in ,Netzhaut:1_1019, 534.65, nanoGy 
Dose in ,Glaskörper:1_4716, 55.4607, nanoGy 
Dose in ,Sclera:1_2024, 0, picoGy 
Dose in ,Glaskörper:1_3079, 74.0018, nanoGy 
Dose in ,Choroidea:1_1298, 76.6718, nanoGy 
Dose in ,Kammerwasser:1_177, 198.384, nanoGy 
Dose in ,Glaskörper:1_2367, 12.3264, nanoGy 
Dose in ,Glaskörper:1_5408, 0, picoGy 
Dose in ,Glaskörper:1_577, 78.5776, nanoGy 
Dose in ,Glaskörper:1_6101, 0, picoGy 
Dose in ,Netzhaut:1_1031, 179.654, nanoGy 
Dose in ,Glaskörper:1_3051, 157.558, nanoGy 
Dose in ,Glaskörper:1_5420, 274.817, nanoGy 
Dose in ,Kammerwasser:1_98, 279.551, nanoGy 
Dose in ,Glaskörper:1_6129, 112.645, nanoGy 
Dose in ,Glaskörper:1_1646, 17.2538, nanoGy 
Dose in ,Sclera:1_722, 276.534, nanoGy 
Dose in ,Sclera:1_1505, 0, picoGy 
Dose in ,Sclera:1_1263, 319.568, nanoGy 
Dose in ,Glaskörper:1_1120, 564.285, nanoGy 
Dose in ,Glaskörper:1_239, 68.456, nanoGy 
Dose in ,Glaskörper:1_5346, 69.8144, nanoGy 
Dose in ,Glaskörper:1_2429, 161.824, nanoGy 
Dose in ,Linse:1_286, 33.7073, nanoGy 
Dose in ,Glaskörper:1_3737, 143.343, nanoGy 
Dose in ,Netzhaut:1_1757, 417.937, nanoGy 
Dose in ,Glaskörper:1_4058, 39.8803, nanoGy 
Dose in ,Glaskörper:1_5352, 0, picoGy 
Dose in ,Glaskörper:1_3723, 0, picoGy 
Dose in ,Linse:1_292, 16.5106, nanoGy 
Dose in ,Netzhaut:1_1743, 1.2129, microGy
Dose in ,Sclera:1_1277, 189.541, nanoGy 
Dose in ,Glaskörper:1_1134, 106.464, nanoGy 
Dose in ,Glaskörper:1_1652, 46.6298, nanoGy 
Dose in ,Sclera:1_736, 454.612, nanoGy 
Dose in ,Sclera:1_1511, 0, picoGy 
Dose in ,Sclera:1_2018, 168.718, nanoGy 
Dose in ,Netzhaut:1_1025, 33.0935, nanoGy 
Dose in ,Glaskörper:1_3045, 0, picoGy 
Dose in ,Parafovea:1_8, 0, picoGy 
Dose in ,Glaskörper:1_5434, 24.4261, nanoGy 
Dose in ,Glaskörper:1_4919, 38.4408, nanoGy 
Dose in ,Netzhaut:1_403, 0, picoGy 
Dose in ,Sehnerv:1_437, 39.6457, nanoGy 
Dose in ,Glaskörper:1_1861, 206.392, nanoGy 
Dose in ,Choroidea:1_348, 23.541, nanoGy 
Dose in ,Sclera:1_905, 169.839, nanoGy 
Dose in ,Kammerwasser:1_67, 224.785, nanoGy 
Dose in ,Applikator:1_335, 367.348, nanoGy 
Dose in ,Choroidea:1_2020, 125.909, nanoGy 
Dose in ,Applikator:1_453, 1.43121, microGy
Dose in ,Sehnerv:1_351, 0, picoGy 
Dose in ,Linse:1_279, 0, picoGy 
Dose in ,Applikator:1_12, 86.9756, nanoGy 
Dose in ,Netzhaut:1_365, 49.1084, nanoGy 
Dose in ,Glaskörper:1_3910, 0, picoGy 
Dose in ,Netzhaut:1_1970, 97.8221, nanoGy 
Dose in ,Choroidea:1_1529, 314.358, nanoGy 
Dose in ,Sehnerv:1_345, 0, picoGy 
Dose in ,Netzhaut:1_371, 101.031, nanoGy 
Dose in ,Sclera:1_2781, 206.314, nanoGy 
Dose in ,Glaskörper:1_3904, 65.8277, nanoGy 
Dose in ,PapilleNetzhaut:1_3, 45.0388, nanoGy 
Dose in ,Netzhaut:1_1964, 326.915, nanoGy 
Dose in ,Choroidea:1_2034, 0, picoGy 
Dose in ,Applikator:1_447, 170.687, nanoGy 
Dose in ,Sclera:1_1288, 0, picoGy 
Dose in ,Glaskörper:1_1875, 72.8827, nanoGy 
Dose in ,Applikator:1_321, 996.635, nanoGy 
Dose in ,Kammerwasser:1_73, 78.7489, nanoGy 
Dose in ,Sclera:1_911, 0, picoGy 
Dose in ,Netzhaut:1_417, 175.869, nanoGy 
Dose in ,Sehnerv:1_423, 196.245, nanoGy 
Dose in ,Choroidea:1_374, 615.906, nanoGy 
Dose in ,Sclera:1_939, 179.705, nanoGy 
Dose in ,Applikator:1_309, 80.7256, nanoGy 
Dose in ,Glaskörper:1_1685, 75.8471, nanoGy 
Dose in ,Choroidea:1_1273, 0, picoGy 
Dose in ,Glaskörper:1_4925, 173.156, nanoGy 
Dose in ,Glaskörper:1_3092, 0, picoGy 
Dose in ,Linse:1_245, 18.124, nanoGy 
Dose in ,Netzhaut:1_359, 218.292, nanoGy 
Dose in ,Netzhaut:1_1794, 0, picoGy 
Dose in ,Glaskörper:1_5385, 178.362, nanoGy 
Dose in ,Choroidea:1_1515, 260.662, nanoGy 
Dose in ,Choroidea:1_412, 174.145, nanoGy 
Dose in ,Choroidea:1_2008, 175.42, nanoGy 
Dose in ,Choroidea:1_406, 31.2263, nanoGy 
Dose in ,Linse:1_251, 71.7405, nanoGy 
Dose in ,Sehnerv:1_379, 0, picoGy 
Dose in ,Netzhaut:1_1780, 0, picoGy 
Dose in ,Glaskörper:1_3938, 0, picoGy 
Dose in ,Glaskörper:1_5391, 13.9668, nanoGy 
Dose in ,Choroidea:1_1501, 0, picoGy 
Dose in ,Netzhaut:1_1958, 0, picoGy 
Dose in ,Glaskörper:1_2398, 97.3909, nanoGy 
Dose in ,Kammerwasser:1_188, 38.2343, nanoGy 
Dose in ,Choroidea:1_1267, 155.988, nanoGy 
Dose in ,Glaskörper:1_4931, 65.2105, nanoGy 
Dose in ,Glaskörper:1_3086, 0, picoGy 
Dose in ,Glaskörper:1_1849, 28.9437, nanoGy 
Dose in ,Choroidea:1_360, 0, picoGy 
Dose in ,Glaskörper:1_588, 166.155, nanoGy 
Dose in ,Glaskörper:1_1691, 90.3133, nanoGy 
Dose in ,Applikator:1_692, 509.72, nanoGy 
Dose in ,Glaskörper:1_6471, 116.789, nanoGy 
Dose in ,Cornea:1_237, 439.509, nanoGy 
Dose in ,Choroidea:1_837, 180.696, nanoGy 
Dose in ,Netzhaut:1_2060, 109.006, nanoGy 
Dose in ,Choroidea:1_1930, 113.287, nanoGy 
Dose in ,Sclera:1_2554, 106.335, nanoGy 
Dose in ,Netzhaut:1_82, 0, picoGy 
Dose in ,Glaskörper:1_4266, 63.3934, nanoGy 
Dose in ,Netzhaut:1_1569, 0, picoGy 
Dose in ,Glaskörper:1_3509, 65.2257, nanoGy 
Dose in ,Sehnerv:1_190, 0, picoGy 
Dose in ,Kammerwasser:1_407, 390.463, nanoGy 
Dose in ,Glaskörper:1_2617, 147.037, nanoGy 
Dose in ,Glaskörper:1_5178, 414.382, nanoGy 
Dose in ,Kammerwasser:1_361, 125.664, nanoGy 
Dose in ,Glaskörper:1_2171, 139.055, nanoGy 
Dose in ,Sclera:1_2232, 0, picoGy 
Dose in ,Glaskörper:1_4500, 124.81, nanoGy 
Dose in ,Choroidea:1_73, 228.066, nanoGy 
Dose in ,Cornea:1_52, 0, picoGy 
Dose in ,Glaskörper:1_1478, 99.6301, nanoGy 
Dose in ,Choroidea:1_189, 78.6779, nanoGy 
Dose in ,Glaskörper:1_6317, 50.778, nanoGy 
Dose in ,Glaskörper:1_761, 842.964, nanoGy 
Dose in ,Cornea:1_46, 987.036, nanoGy 
Dose in ,Choroidea:1_67, 689.262, nanoGy 
Dose in ,Sclera:1_508, 138.155, nanoGy 
Dose in ,Glaskörper:1_6303, 25.5506, nanoGy 
Dose in ,Glaskörper:1_775, 167.154, nanoGy 
Dose in ,Glaskörper:1_2165, 254.512, nanoGy 
Dose in ,Kammerwasser:1_375, 0, picoGy 
Dose in ,Sclera:1_2226, 149.134, nanoGy 
Dose in ,Glaskörper:1_4514, 38.9919, nanoGy 
